Date,Customer_ID,Product_Category,Product_Name,Quantity,Price,Delivery_Status,Review_Rating,Review_Text
02-10-2025,CUST3626,Books,Children's Book,3,49664.4,Pending,5,Loved it!
07-09-2025,CUST3565,Books,Fiction Novel,1,24062.54,Returned,3,Poor packaging
23-08-2025,CUST4453,Electronics,Headphones,4,24848.92,Pending,2,Disappointed
01-10-2025,CUST4636,Electronics,Smartwatch,5,11319.15,Pending,1,Never buying again
10-07-2025,CUST2691,Beauty,Hair Dryer,5,29282.62,Pending,5,Highly recommend!
14-05-2025,CUST7349,Books,Comics,2,20700.47,Pending,1,Never buying again
19-08-2025,CUST7104,Electronics,Smartwatch,4,26437.39,Returned,4,Value for money
09-08-2025,CUST1744,Beauty,Face Cream,1,21364.33,Returned,3,Not bad
15-02-2025,CUST9253,Home & Kitchen,Air Fryer,2,49846.24,Returned,2,Product not as expected
10-03-2025,CUST6726,Clothing,Saree,2,1009.62,Pending,1,Defective item
04-05-2025,CUST1301,Clothing,Jeans,4,35234.59,Delivered,4,Pretty decent
01-08-2025,CUST2765,Beauty,Hair Dryer,4,5591.62,Pending,2,Poor packaging
15-05-2025,CUST1943,Beauty,Perfume,1,42635.27,Pending,2,Disappointed
01-06-2025,CUST1513,Home & Kitchen,Vacuum Cleaner,1,32977.57,Returned,3,Not bad
25-07-2025,CUST8507,Books,Comics,2,28487.82,Returned,4,Would buy again
20-04-2025,CUST1216,Beauty,Perfume,3,18999.83,Pending,4,Satisfied with the product
10-02-2025,CUST5768,Books,Science Textbook,1,1569.35,Pending,5,Loved it!
09-09-2025,CUST5554,Books,Biography,5,46854.55,Pending,1,Never buying again
18-07-2025,CUST3500,Books,Children's Book,3,49520.41,Returned,4,Satisfied with the product
22-03-2025,CUST3380,Home & Kitchen,Mixer Grinder,5,30360.64,Delivered,4,Pretty decent
08-05-2025,CUST1612,Home & Kitchen,Air Fryer,1,408.04,Delivered,2,Disappointed
22-02-2025,CUST4022,Electronics,Headphones,4,37229.19,Delivered,4,Value for money
22-09-2025,CUST3719,Books,Comics,1,41338.08,Pending,1,Very bad product
28-02-2025,CUST3944,Beauty,Shampoo,4,2363.54,Returned,5,Loved it!
06-09-2025,CUST1551,Beauty,Hair Dryer,5,14836.86,Delivered,3,Fair deal
15-06-2025,CUST5617,Electronics,Headphones,2,23787.04,Pending,5,Loved it!
22-12-2025,CUST3444,Electronics,Laptop,2,40002.39,Returned,3,Not bad
01-05-2025,CUST8569,Beauty,Perfume,1,12366.96,Pending,4,Value for money
30-09-2025,CUST1517,Unknown,Laptop,1,41912.39,Pending,1,Terrible experience
08-05-2025,CUST7697,Books,Fiction Novel,3,39441.72,Pending,5,Excellent product!
14-09-2025,CUST3033,Electronics,Headphones,4,46547.83,Returned,1,Never buying again
15-03-2025,CUST5977,Clothing,Sneakers,4,47829.37,Pending,5,Fantastic quality!
23-04-2025,CUST5289,Books,Science Textbook,3,3356.85,Pending,1,Very bad product
21-11-2025,CUST2696,Clothing,T-Shirt,5,5361.5,Delivered,5,Highly recommend!
16-08-2025,CUST1036,Unknown,Laptop,2,15880.17,Pending,1,Terrible experience
21-05-2025,CUST1782,Unknown,Tablet,3,20820.71,Pending,5,Excellent product!
12-01-2025,CUST4242,Home & Kitchen,Water Purifier,4,26423.04,Pending,3,Defective item
23-08-2025,CUST6375,Beauty,Lipstick,3,23795.3,Returned,2,Disappointed
19-08-2025,CUST5350,Electronics,Smartwatch,3,1560.6,Returned,2,Poor packaging
07-05-2025,CUST2745,Books,Comics,4,384.76,Pending,2,Poor packaging
03-06-2025,CUST2160,Home & Kitchen,Mixer Grinder,2,40827.85,Pending,4,Good quality
29-06-2025,CUST4829,Clothing,Jeans,4,38002.06,Returned,4,Would buy again
04-05-2025,CUST2435,Unknown,Headphones,4,46287.89,Delivered,4,Good quality
28-07-2025,CUST2550,Books,Comics,4,24848.92,Pending,3,Okay product
01-02-2025,CUST5602,Beauty,Face Cream,4,46564.84,Pending,1,Never buying again
13-07-2025,CUST9500,Beauty,Shampoo,5,15155.62,Returned,5,Highly recommend!
27-07-2025,CUST2745,Books,Fiction Novel,4,803.43,Delivered,2,Product not as expected
01-12-2025,CUST8872,Beauty,Face Cream,1,22336.89,Returned,2,Disappointed
16-08-2025,CUST9647,Books,Science Textbook,2,40830.49,Delivered,1,Very bad product
27-01-2025,CUST1598,Beauty,Face Cream,5,35233.52,Returned,4,Good quality
02-07-2025,CUST6475,Clothing,T-Shirt,3,14473.38,Pending,1,Defective item
05-06-2025,CUST7670,Clothing,Jeans,2,33346.05,Pending,3,Loved it!
19-04-2025,CUST4836,Clothing,Saree,1,24106.24,Delivered,1,Very bad product
26-10-2025,CUST3950,Electronics,Headphones,5,34797.64,Returned,5,Worth every rupee!
02-09-2025,CUST8477,Home & Kitchen,Cookware Set,4,35938.13,Delivered,5,Worth every rupee!
20-05-2025,CUST9299,Clothing,Saree,3,38214.77,Returned,2,Quality could improve
18-06-2025,CUST4991,Clothing,Saree,3,42320.72,Pending,4,Pretty decent
04-05-2025,CUST5480,Books,Children's Book,1,24848.92,Delivered,1,Terrible experience
04-01-2025,CUST6984,Books,Children's Book,4,24848.92,Returned,4,Good quality
02-03-2025,CUST2989,Beauty,Perfume,3,24848.92,Delivered,2,Disappointed
09-07-2025,CUST5308,Electronics,Smartwatch,5,27953.15,Pending,2,Product not as expected
08-01-2025,CUST2665,Clothing,Saree,5,34759.29,Returned,4,Value for money
03-11-2025,CUST4888,Unknown,Air Fryer,1,42378.36,Returned,2,Quality could improve
26-10-2025,CUST3472,Beauty,Face Cream,5,49281.12,Pending,4,Satisfied with the product
19-07-2025,CUST1878,Books,Fiction Novel,3,1387.91,Delivered,2,Not satisfied
07-02-2025,CUST7803,Electronics,Smartphone,1,40935.22,Returned,4,Pretty decent
17-11-2025,CUST9425,Clothing,Saree,3,24848.92,Delivered,5,Excellent product!
20-09-2025,CUST3292,Clothing,T-Shirt,1,33694.78,Returned,3,Highly recommend!
27-07-2025,CUST8832,Beauty,Hair Dryer,5,2751.45,Delivered,5,Loved it!
05-03-2025,CUST9090,Electronics,Smartphone,3,33332.46,Returned,5,Loved it!
07-11-2025,CUST3269,Beauty,Lipstick,3,36287.04,Delivered,1,Never buying again
11-02-2025,CUST9622,Books,Science Textbook,2,1245.36,Pending,2,Not satisfied
15-01-2025,CUST3548,Beauty,Shampoo,1,31976.13,Pending,2,Disappointed
07-04-2025,CUST6191,Electronics,Smartwatch,5,12089.04,Pending,5,Worth every rupee!
26-04-2025,CUST2109,Beauty,Lipstick,1,41862.74,Returned,2,Quality could improve
21-08-2025,CUST2666,Unknown,Cookware Set,5,7629.41,Pending,4,Would buy again
18-10-2025,CUST6257,Clothing,Jacket,5,24848.92,Delivered,5,Highly recommend!
04-06-2025,CUST9523,Unknown,Saree,4,38128.19,Delivered,3,Fair deal
08-02-2025,CUST6064,Books,Children's Book,5,5825.69,Delivered,1,Very bad product
13-01-2025,CUST6250,Beauty,Lipstick,1,30328.99,Pending,5,Excellent product!
24-11-2025,CUST7367,Home & Kitchen,Vacuum Cleaner,3,29772.84,Pending,1,Never buying again
23-10-2025,CUST2605,Beauty,Hair Dryer,1,8752.18,Delivered,3,Could be better
02-04-2025,CUST7501,Unknown,Perfume,4,8581.28,Returned,4,Good quality
07-02-2025,CUST9768,Clothing,Jeans,2,16335.24,Delivered,3,Not bad
28-08-2025,CUST4725,Home & Kitchen,Vacuum Cleaner,5,29553.97,Returned,4,Satisfied with the product
27-06-2025,CUST2105,Books,Biography,4,42665.2,Pending,3,Fair deal
20-07-2025,CUST8471,Home & Kitchen,Mixer Grinder,1,3406.65,Delivered,2,Poor packaging
09-08-2025,CUST2705,Beauty,Perfume,3,19768.65,Delivered,4,Value for money
08-01-2025,CUST9897,Books,Biography,2,10423.26,Pending,1,Terrible experience
27-03-2025,CUST5140,Clothing,T-Shirt,5,35031.38,Returned,5,Worth every rupee!
16-12-2025,CUST9547,Clothing,Jeans,1,2157.91,Delivered,4,Satisfied with the product
06-10-2025,CUST6716,Beauty,Perfume,4,24848.92,Delivered,3,Average
12-01-2025,CUST5832,Beauty,Perfume,1,3389.86,Returned,4,Pretty decent
08-09-2025,CUST8043,Home & Kitchen,Mixer Grinder,4,34157.54,Returned,2,Product not as expected
30-06-2025,CUST6439,Home & Kitchen,Mixer Grinder,2,31310.34,Returned,3,Average
13-11-2025,CUST5973,Electronics,Headphones,1,1811.58,Returned,1,Waste of money
07-01-2025,CUST4437,Clothing,Jacket,2,10557.96,Delivered,1,Terrible experience
01-12-2025,CUST9666,Clothing,Jeans,2,24848.92,Delivered,2,Quality could improve
19-06-2025,CUST4353,Home & Kitchen,Cookware Set,3,10035.07,Pending,4,Would buy again
01-08-2025,CUST7494,Clothing,Saree,1,43250.55,Delivered,1,Terrible experience
13-12-2025,CUST6006,Beauty,Hair Dryer,4,41840.19,Delivered,4,Satisfied with the product
02-02-2025,CUST1309,Electronics,Headphones,3,14066.72,Delivered,3,Fair deal
18-12-2025,CUST9955,Beauty,Lipstick,5,23322.53,Pending,1,Defective item
08-09-2025,CUST7671,Books,Fiction Novel,1,16594.05,Delivered,1,Never buying again
01-06-2025,CUST2571,Beauty,Perfume,5,378.93,Pending,2,Not satisfied
12-11-2025,CUST7810,Home & Kitchen,Mixer Grinder,5,48223.32,Returned,4,Satisfied with the product
23-03-2025,CUST5006,Electronics,Headphones,2,35475.74,Delivered,3,Not bad
22-08-2025,CUST8291,Electronics,Headphones,5,41905.17,Delivered,2,Disappointed
31-03-2025,CUST6568,Home & Kitchen,Mixer Grinder,3,24947.81,Delivered,4,Value for money
23-03-2025,CUST6318,Electronics,Smartphone,1,5967.41,Returned,3,Fair deal
03-10-2025,CUST3902,Clothing,Jacket,4,35265.39,Delivered,5,Loved it!
02-05-2025,CUST1325,Electronics,Smartwatch,3,26669.91,Pending,1,Never buying again
10-08-2025,CUST2104,Books,Fiction Novel,5,23650.21,Delivered,5,Loved it!
21-12-2025,CUST5833,Unknown,Science Textbook,3,47872.46,Returned,3,Okay product
14-06-2025,CUST8289,Electronics,Headphones,3,28263.84,Returned,4,Would buy again
08-10-2025,CUST4661,Electronics,Smartphone,2,39305.67,Returned,5,Highly recommend!
09-05-2025,CUST6327,Home & Kitchen,Air Fryer,4,48583.98,Delivered,4,Pretty decent
29-09-2025,CUST8614,Electronics,Tablet,5,48949.52,Delivered,3,Could be better
14-07-2025,CUST9547,Clothing,Jeans,1,38874.06,Delivered,2,Not satisfied
08-03-2025,CUST9316,Books,Science Textbook,3,23033.62,Delivered,1,Terrible experience
20-10-2025,CUST8850,Home & Kitchen,Air Fryer,1,37075.58,Pending,2,Not satisfied
19-04-2025,CUST9533,Home & Kitchen,Air Fryer,1,45635.79,Returned,2,Poor packaging
11-11-2025,CUST9390,Books,Biography,2,25765.53,Returned,5,Excellent product!
22-07-2025,CUST4976,Books,Biography,2,48463.89,Returned,4,Would buy again
26-05-2025,CUST5869,Electronics,Smartphone,4,12013.15,Pending,5,Worth every rupee!
20-08-2025,CUST7602,Home & Kitchen,Vacuum Cleaner,3,5693.9,Returned,1,Terrible experience
02-06-2025,CUST8404,Clothing,Jacket,3,14383.5,Returned,2,Not satisfied
30-11-2025,CUST9444,Beauty,Face Cream,3,12624.39,Delivered,5,Fantastic quality!
27-12-2025,CUST8031,Home & Kitchen,Water Purifier,1,23210.65,Returned,5,Highly recommend!
18-06-2025,CUST7826,Beauty,Hair Dryer,2,46112.25,Pending,4,Pretty decent
08-09-2025,CUST4449,Books,Biography,2,49550.93,Pending,1,Very bad product
11-06-2025,CUST1418,Beauty,Shampoo,4,4877.19,Pending,2,Poor packaging
08-04-2025,CUST4233,Books,Science Textbook,4,29276.64,Pending,2,Not satisfied
24-06-2025,CUST3128,Clothing,Jeans,4,29165.81,Returned,5,Excellent product!
16-12-2025,CUST7432,Clothing,Jeans,1,38295.97,Delivered,2,Quality could improve
02-03-2025,CUST5665,Beauty,Perfume,3,34778.92,Delivered,3,Could be better
06-05-2025,CUST5388,Books,Fiction Novel,2,7154.77,Pending,2,Not satisfied
27-10-2025,CUST4981,Home & Kitchen,Air Fryer,5,16621.01,Pending,1,Defective item
19-01-2025,CUST1670,Home & Kitchen,Air Fryer,1,24848.92,Delivered,2,Product not as expected
16-05-2025,CUST6905,Home & Kitchen,Mixer Grinder,2,21021.21,Pending,3,Fair deal
06-12-2025,CUST2527,Electronics,Laptop,1,24848.92,Pending,2,Not satisfied
22-02-2025,CUST3520,Beauty,Lipstick,1,21992.45,Delivered,4,Would buy again
03-08-2025,CUST6778,Unknown,T-Shirt,3,19432.92,Returned,3,Average
25-10-2025,CUST6455,Home & Kitchen,Vacuum Cleaner,3,16327.33,Delivered,3,Fair deal
07-09-2025,CUST9829,Clothing,Sneakers,4,529.52,Delivered,4,Satisfied with the product
23-10-2025,CUST2011,Clothing,Jacket,4,42919.72,Returned,2,Product not as expected
24-07-2025,CUST7177,Electronics,Smartphone,5,9061.57,Pending,2,Poor packaging
16-08-2025,CUST7136,Electronics,Laptop,2,7653.4,Returned,5,Excellent product!
10-08-2025,CUST8573,Beauty,Face Cream,4,38708.29,Returned,1,Very bad product
27-10-2025,CUST4420,Home & Kitchen,Mixer Grinder,2,2125.91,Pending,3,Poor packaging
28-02-2025,CUST7265,Electronics,Smartwatch,4,30036.8,Returned,2,Not satisfied
29-10-2025,CUST2188,Books,Science Textbook,2,37794.48,Returned,2,Product not as expected
25-04-2025,CUST1407,Books,Science Textbook,1,321.73,Delivered,3,Okay product
06-03-2025,CUST3380,Clothing,Jacket,1,43321.43,Returned,5,Worth every rupee!
11-06-2025,CUST5687,Beauty,Lipstick,2,22810.69,Pending,1,Never buying again
01-02-2025,CUST7557,Books,Children's Book,2,44555.07,Delivered,2,Quality could improve
04-08-2025,CUST1868,Books,Fiction Novel,1,49046.37,Pending,2,Product not as expected
19-05-2025,CUST9045,Beauty,Lipstick,5,29063.58,Delivered,2,Poor packaging
14-08-2025,CUST3549,Beauty,Face Cream,4,44328.6,Pending,3,Okay product
22-12-2025,CUST5105,Home & Kitchen,Air Fryer,2,22761.82,Pending,4,Would buy again
20-05-2025,CUST7825,Books,Biography,1,22187.64,Pending,5,Worth every rupee!
21-09-2025,CUST9194,Beauty,Face Cream,4,4503.25,Delivered,5,Fantastic quality!
11-03-2025,CUST9399,Home & Kitchen,Cookware Set,4,26218.14,Pending,5,Excellent product!
24-06-2025,CUST4209,Beauty,Lipstick,1,21989.83,Delivered,1,Never buying again
05-10-2025,CUST9442,Beauty,Face Cream,3,19482.19,Delivered,4,Good quality
08-07-2025,CUST2050,Beauty,Shampoo,3,49972.96,Pending,5,Fantastic quality!
10-03-2025,CUST6914,Books,Science Textbook,1,44029.84,Pending,3,Could be better
13-02-2025,CUST5287,Electronics,Smartwatch,1,4420.09,Returned,5,Worth every rupee!
17-12-2025,CUST7559,Electronics,Smartphone,4,258.5,Delivered,5,Highly recommend!
29-01-2025,CUST8721,Clothing,T-Shirt,4,23473.5,Delivered,1,Defective item
10-07-2025,CUST8252,Clothing,Jeans,4,48757.09,Pending,5,Loved it!
04-02-2025,CUST2500,Home & Kitchen,Air Fryer,1,33550.61,Returned,3,Average
12-10-2025,CUST6932,Electronics,Smartwatch,1,40799.05,Returned,4,Satisfied with the product
17-10-2025,CUST8758,Electronics,Headphones,1,7600.14,Returned,3,Okay product
14-11-2025,CUST8711,Books,Science Textbook,1,4279.04,Returned,2,Poor packaging
24-11-2025,CUST4769,Beauty,Lipstick,4,33787.06,Pending,3,Not bad
27-06-2025,CUST3479,Beauty,Lipstick,3,41604.54,Delivered,2,Poor packaging
26-05-2025,CUST2851,Home & Kitchen,Cookware Set,1,14207.78,Returned,4,Satisfied with the product
17-02-2025,CUST4074,Beauty,Lipstick,1,47069.66,Pending,3,Not bad
21-10-2025,CUST8328,Clothing,Jacket,4,39851.82,Returned,3,Good quality
15-02-2025,CUST8500,Beauty,Face Cream,5,16147.49,Returned,4,Good quality
22-09-2025,CUST9341,Home & Kitchen,Water Purifier,3,30845.77,Pending,4,Value for money
22-06-2025,CUST9246,Books,Comics,1,25872.3,Delivered,2,Disappointed
14-01-2025,CUST8155,Electronics,Headphones,4,12923.49,Delivered,3,Could be better
30-10-2025,CUST2790,Home & Kitchen,Cookware Set,3,7438.79,Delivered,4,Good quality
01-10-2025,CUST5100,Unknown,Tablet,3,40073.91,Returned,1,Terrible experience
02-11-2025,CUST4643,Books,Comics,5,33481.94,Delivered,3,Okay product
27-01-2025,CUST8437,Home & Kitchen,Water Purifier,4,6065.67,Returned,2,Disappointed
03-12-2025,CUST7858,Books,Fiction Novel,1,44260.54,Delivered,2,Disappointed
01-06-2025,CUST9956,Books,Children's Book,2,630.86,Returned,3,Not bad
02-02-2025,CUST5618,Beauty,Hair Dryer,1,35969.43,Returned,2,Disappointed
03-01-2025,CUST5828,Books,Comics,3,22453.45,Returned,4,Satisfied with the product
16-12-2025,CUST8773,Beauty,Face Cream,4,36108.7,Delivered,3,Could be better
02-10-2025,CUST1776,Unknown,Face Cream,4,9321.44,Pending,3,Okay product
14-11-2025,CUST9248,Unknown,Science Textbook,4,22411.51,Returned,4,Would buy again
18-06-2025,CUST9400,Books,Children's Book,4,16666.02,Delivered,3,Could be better
11-03-2025,CUST4490,Electronics,Laptop,3,412.72,Delivered,5,Highly recommend!
06-12-2025,CUST2048,Books,Children's Book,2,34829.9,Pending,3,Fair deal
23-05-2025,CUST9650,Clothing,Saree,5,1555.33,Pending,2,Product not as expected
28-07-2025,CUST2946,Books,Science Textbook,4,35994.59,Pending,3,Fair deal
01-02-2025,CUST8624,Books,Children's Book,2,35321.5,Delivered,3,Product not as expected
29-04-2025,CUST2673,Home & Kitchen,Water Purifier,3,26019.31,Delivered,3,Okay product
20-04-2025,CUST8208,Clothing,Jacket,3,12215.37,Returned,1,Terrible experience
26-05-2025,CUST5886,Electronics,Tablet,4,31859.84,Delivered,2,Product not as expected
18-04-2025,CUST9906,Clothing,T-Shirt,1,6676.91,Pending,1,Never buying again
22-07-2025,CUST7818,Clothing,Saree,4,27071.4,Pending,1,Defective item
12-07-2025,CUST4795,Home & Kitchen,Water Purifier,5,16700.19,Delivered,4,Value for money
18-11-2025,CUST9556,Unknown,Mixer Grinder,5,46518.6,Pending,2,Quality could improve
10-08-2025,CUST1679,Electronics,Laptop,5,35303.67,Returned,4,Value for money
31-03-2025,CUST9795,Beauty,Hair Dryer,5,26393.41,Delivered,3,Not bad
05-05-2025,CUST2298,Home & Kitchen,Air Fryer,1,16551.26,Returned,3,Waste of money
16-02-2025,CUST3745,Books,Comics,5,43378.98,Returned,4,Satisfied with the product
12-08-2025,CUST5800,Electronics,Laptop,4,47243.33,Pending,5,Worth every rupee!
26-12-2025,CUST6536,Books,Children's Book,2,21488.29,Pending,5,Loved it!
18-03-2025,CUST1103,Books,Children's Book,4,49081.56,Pending,2,Poor packaging
28-07-2025,CUST3981,Clothing,Sneakers,4,48503.47,Delivered,1,Defective item
30-03-2025,CUST4160,Home & Kitchen,Vacuum Cleaner,4,12287.35,Pending,4,Pretty decent
29-09-2025,CUST6840,Electronics,Smartphone,3,16663.46,Delivered,3,Average
29-03-2025,CUST6642,Clothing,Jacket,2,37324.11,Delivered,2,Disappointed
19-06-2025,CUST6606,Clothing,Sneakers,1,38212.45,Pending,2,Product not as expected
23-08-2025,CUST1633,Books,Comics,2,49058.98,Delivered,4,Good quality
04-07-2025,CUST7903,Unknown,Shampoo,5,26964.36,Pending,1,Terrible experience
14-07-2025,CUST1166,Clothing,Saree,4,42102.16,Pending,3,Not bad
06-04-2025,CUST3921,Home & Kitchen,Air Fryer,4,37356.32,Returned,2,Quality could improve
27-08-2025,CUST8171,Home & Kitchen,Water Purifier,5,16648.67,Delivered,5,Worth every rupee!
26-10-2025,CUST5571,Clothing,Jeans,5,13236.17,Pending,3,Could be better
01-11-2025,CUST6292,Electronics,Smartwatch,4,1396.67,Delivered,5,Excellent product!
22-10-2025,CUST9382,Clothing,T-Shirt,2,43000.84,Delivered,2,Not satisfied
15-03-2025,CUST9917,Clothing,Saree,4,4737.65,Delivered,4,Value for money
08-02-2025,CUST1625,Beauty,Hair Dryer,5,2856.38,Delivered,5,Highly recommend!
16-06-2025,CUST7614,Unknown,Jeans,4,14154.14,Delivered,2,Quality could improve
06-02-2025,CUST6222,Beauty,Shampoo,2,25672.39,Pending,4,Would buy again
08-12-2025,CUST5846,Beauty,Hair Dryer,3,23241.46,Pending,5,Highly recommend!
14-01-2025,CUST6613,Books,Biography,5,28588.11,Returned,3,Okay product
15-08-2025,CUST2879,Unknown,Perfume,5,35561.67,Returned,1,Defective item
24-03-2025,CUST6127,Home & Kitchen,Mixer Grinder,5,11367.96,Returned,3,Could be better
27-11-2025,CUST9202,Clothing,T-Shirt,4,44732.16,Delivered,5,Worth every rupee!
17-02-2025,CUST5904,Home & Kitchen,Mixer Grinder,1,30590.87,Pending,2,Disappointed
21-01-2025,CUST3220,Home & Kitchen,Vacuum Cleaner,2,3190.1,Returned,3,Product not as expected
08-10-2025,CUST3318,Books,Biography,4,10283.56,Delivered,5,Loved it!
28-03-2025,CUST5661,Home & Kitchen,Cookware Set,2,36230.07,Delivered,3,Waste of money
22-10-2025,CUST5104,Books,Science Textbook,4,11830.87,Delivered,1,Very bad product
01-07-2025,CUST8834,Books,Fiction Novel,3,35977.82,Returned,2,Poor packaging
08-11-2025,CUST5143,Electronics,Smartphone,3,46268.63,Delivered,4,Satisfied with the product
11-10-2025,CUST2424,Clothing,Sneakers,3,20450.49,Delivered,1,Defective item
05-02-2025,CUST4311,Clothing,Sneakers,5,35560.61,Returned,4,Would buy again
14-02-2025,CUST4041,Beauty,Perfume,4,21490.44,Delivered,4,Value for money
14-11-2025,CUST2414,Clothing,T-Shirt,1,24848.92,Returned,2,Not satisfied
14-10-2025,CUST1563,Clothing,T-Shirt,1,24848.92,Returned,3,Not bad
31-12-2025,CUST2150,Books,Fiction Novel,5,27342.78,Returned,5,Worth every rupee!
25-02-2025,CUST1591,Home & Kitchen,Vacuum Cleaner,2,9575.14,Delivered,5,Loved it!
18-02-2025,CUST8246,Clothing,Sneakers,4,48218.44,Delivered,2,Product not as expected
05-09-2025,CUST2393,Beauty,Shampoo,1,49586.72,Returned,1,Waste of money
03-09-2025,CUST5760,Books,Comics,1,30995.36,Pending,5,Excellent product!
08-05-2025,CUST5463,Electronics,Laptop,2,39129.73,Returned,1,Defective item
01-09-2025,CUST7403,Beauty,Face Cream,4,4015.34,Delivered,5,Worth every rupee!
19-03-2025,CUST4704,Beauty,Lipstick,2,18033.68,Pending,4,Satisfied with the product
25-11-2025,CUST9254,Electronics,Smartwatch,1,41795.35,Delivered,4,Good quality
10-11-2025,CUST7211,Home & Kitchen,Air Fryer,1,47714.5,Delivered,5,Worth every rupee!
08-11-2025,CUST5602,Beauty,Shampoo,1,880.48,Returned,5,Worth every rupee!
07-05-2025,CUST4574,Beauty,Hair Dryer,2,43092.58,Delivered,2,Not satisfied
14-01-2025,CUST9117,Beauty,Face Cream,3,26241.16,Pending,1,Very bad product
02-06-2025,CUST4530,Books,Children's Book,2,12632.43,Pending,2,Disappointed
22-12-2025,CUST9620,Books,Children's Book,3,14408.65,Returned,5,Loved it!
23-10-2025,CUST9075,Unknown,Jacket,3,30068.98,Delivered,1,Never buying again
22-06-2025,CUST5494,Home & Kitchen,Water Purifier,2,34357.66,Pending,5,Excellent product!
13-01-2025,CUST4518,Clothing,Saree,1,44729.44,Returned,4,Satisfied with the product
08-10-2025,CUST9012,Clothing,Jacket,4,27224.52,Pending,2,Poor packaging
13-05-2025,CUST4856,Clothing,Jeans,2,26688.08,Pending,1,Terrible experience
22-09-2025,CUST8057,Home & Kitchen,Water Purifier,3,20782.1,Returned,3,Could be better
08-03-2025,CUST1632,Electronics,Smartwatch,2,24656.47,Delivered,1,Very bad product
15-08-2025,CUST8877,Beauty,Lipstick,3,44535.02,Delivered,5,Excellent product!
22-02-2025,CUST2817,Home & Kitchen,Vacuum Cleaner,5,15235.1,Pending,5,Excellent product!
31-12-2025,CUST4509,Home & Kitchen,Air Fryer,2,27293.7,Delivered,3,Average
17-07-2025,CUST1508,Beauty,Hair Dryer,4,6089.48,Pending,3,Average
20-06-2025,CUST6598,Electronics,Tablet,5,8486.02,Returned,1,Defective item
14-09-2025,CUST5043,Beauty,Lipstick,3,8937.41,Returned,4,Value for money
14-01-2025,CUST4250,Clothing,Jacket,4,24848.92,Returned,3,Could be better
12-12-2025,CUST7721,Home & Kitchen,Vacuum Cleaner,3,42410.46,Delivered,3,Average
26-11-2025,CUST3255,Clothing,T-Shirt,1,4817.25,Pending,4,Satisfied with the product
17-05-2025,CUST3059,Clothing,Saree,4,40033.12,Returned,4,Pretty decent
03-12-2025,CUST1906,Unknown,Jacket,5,11741.35,Returned,3,Fair deal
21-10-2025,CUST2393,Electronics,Tablet,2,13080.16,Returned,5,Highly recommend!
21-12-2025,CUST5253,Electronics,Tablet,1,3667.73,Delivered,4,Value for money
26-08-2025,CUST1555,Books,Biography,5,13746.11,Returned,4,Pretty decent
21-06-2025,CUST3033,Clothing,Jacket,5,16669.84,Delivered,5,Fantastic quality!
08-08-2025,CUST6395,Home & Kitchen,Vacuum Cleaner,3,30730.22,Delivered,4,Good quality
28-03-2025,CUST9200,Beauty,Lipstick,4,6695.44,Delivered,3,Average
25-08-2025,CUST5662,Beauty,Face Cream,4,24848.92,Returned,3,Okay product
10-10-2025,CUST4734,Clothing,Sneakers,1,40842.51,Pending,2,Disappointed
28-01-2025,CUST2482,Unknown,Comics,4,35977.91,Delivered,1,Terrible experience
26-05-2025,CUST6535,Books,Fiction Novel,2,34217.79,Pending,5,Excellent product!
04-06-2025,CUST5617,Clothing,T-Shirt,3,43723.05,Returned,5,Highly recommend!
05-10-2025,CUST4309,Clothing,Jeans,3,35738.92,Pending,2,Quality could improve
21-10-2025,CUST3042,Books,Children's Book,3,43000.37,Delivered,4,Satisfied with the product
31-12-2025,CUST8739,Beauty,Lipstick,4,13841.16,Delivered,4,Value for money
26-09-2025,CUST8679,Books,Comics,2,44199.87,Returned,1,Never buying again
07-09-2025,CUST2979,Unknown,Biography,1,46631.53,Pending,1,Very bad product
31-12-2025,CUST2338,Electronics,Headphones,4,13038.2,Returned,4,Would buy again
30-03-2025,CUST5947,Clothing,T-Shirt,5,22982.33,Delivered,3,Not bad
30-05-2025,CUST9119,Books,Biography,2,12210.54,Delivered,4,Good quality
24-06-2025,CUST4969,Beauty,Hair Dryer,5,44390.33,Pending,2,Not satisfied
25-03-2025,CUST3719,Clothing,T-Shirt,5,41449.95,Pending,5,Fantastic quality!
30-07-2025,CUST1319,Books,Fiction Novel,5,20573.16,Returned,4,Pretty decent
28-11-2025,CUST6914,Unknown,Cookware Set,5,49638.99,Delivered,5,Worth every rupee!
01-01-2025,CUST1227,Home & Kitchen,Air Fryer,5,6853.14,Returned,1,Terrible experience
07-09-2025,CUST9522,Unknown,Tablet,1,22461.5,Returned,2,Poor packaging
13-09-2025,CUST1575,Beauty,Shampoo,5,11394.85,Pending,1,Never buying again
09-09-2025,CUST5988,Home & Kitchen,Water Purifier,2,33684.85,Pending,4,Satisfied with the product
27-05-2025,CUST5407,Books,Children's Book,3,3151.41,Pending,4,Value for money
13-12-2025,CUST5524,Beauty,Perfume,4,23650.38,Returned,3,Not bad
19-05-2025,CUST9165,Clothing,Saree,1,22448.08,Returned,3,Highly recommend!
18-03-2025,CUST1999,Electronics,Smartphone,2,15505.1,Delivered,2,Quality could improve
19-07-2025,CUST5189,Beauty,Hair Dryer,2,3105.71,Delivered,2,Disappointed
25-08-2025,CUST5225,Beauty,Perfume,2,703.43,Returned,1,Terrible experience
